text,label
@AmericanAir the Late Flightst usair4603. Earlier 4591,neutral
@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,positive
"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",neutral
"@SouthwestAir schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!",neutral
“@united: @SonyaSloanMD Happy to have had you on board. Please share details here: http://t.co/2TrgEMteBZ ^KP” Done!,positive
@AmericanAir don't worry you won't steal my money again,negative
@AmericanAir another day another grievance with this airline. No customer service,negative
@united flight was too heavy so had to fly BACK to Palm Springs (after being in the air for 30 mins),negative
@USAirways if you DM me we can take this offline. Would love more info on location of lost bags. Any help is appreciated.,negative
"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.",negative
@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,negative
@USAirways very embarrassing.,negative
@AmericanAir Please help AA 2258 Monday Cancelled Flightled.  Can you advise on reFlight Booking Problems / refund.  Have children and need to make plans now,neutral
@JetBlue any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶,neutral
@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,negative
@AmericanAir thanks!!,positive
@AmericanAir missing a full days of work thanks guys,negative
@USAirways You all work hard at making sure things flow smoothly. Keeping positive.,positive
@SouthwestAir not letting me DM. # is FSZ4YO,negative
@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks,neutral
@USAirways 8 weeks to refund this ticket - 0372389047497?!? - totally unacceptable.  Fix this or I'll put it on blast on social media and TV,negative
@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,negative
@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???,negative
"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW",neutral
@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.,negative
@SouthwestAir TY for your consideration!,positive
@SouthwestAir are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,neutral
@USAirways #555PHLtoSLC this is happening now.,neutral
@SouthwestAir I love ya but your bringin me down. An hour Late Flight leaving and now we've been sitting in the runway for 20 min 😥 #fail,negative
@SouthwestAir iPhone App Adds Passbook Support #Airlines #Travel http://t.co/lJzDTHD9Bv,neutral
"@JetBlue your customer services agent Jorge at Orlando International is rude and disrespectful, I never want to deal with your bullshit ever",negative
@united I think I left my phone on my flight. Help!,negative
@JetBlue thank you. Appreciate that!!,positive
@USAirways doesn't take into account the $450 it cost 2 rent a car 2 drive home,neutral
"@AmericanAir Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?",negative
@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,negative
@SouthwestAir On hold for 45 minutes trying to rebook a Cancelled Flightled flight with a companion ticket. Help?,negative
@united worst service ever 😈,negative
"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",negative
"@united Is your company motto: ""I do not care!!!""  I heard several times from your employees to your clients in the past week.""  #idonotcare",negative
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",negative
"@americanair new plane, #gogo, easy power for laptop, iPhone, just missing a good boat-style swivel cup holder for my #dietcoke #happyflier",positive
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Broadway World http://t.co/AsYqE1tDjp,neutral
"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting.",negative
@united since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with meals in First?,neutral
@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(,negative
@SouthwestAir #3854 ATL to RDU. Snow forecasted for Raleigh this evening.,neutral
@AmericanAir She got to the gate just in time to watch the plane push back. 5 minutes was all she needed. Glad we’ve relatives nearby.,negative
@VirginAmerica trying to book a flight &amp; your site is down 😁,negative
"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless",negative
@AmericanAir are pets allowed in first class?,neutral
@AmericanAir yikes.,neutral
"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?",negative
@JetBlue that selfie was extreme.,neutral
@JetBlue why is the buffalo flight so Late Flight?,negative
"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",negative
@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.,negative
"“@AmericanAir:  ""Jason, you'll end up missing your connection. Please see our DFW agents for assistance.” Nope! Hasn't taken off yet, still!",negative
@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?,neutral
"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",neutral
@AmericanAir hey I got a call saying our flight was rescheduled but I can't get through to anyone to see if you're providing a hotel for the,negative
@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!,positive
"@SouthwestAir  Tried to leave Monday, all other planes left but mine. Now this one keeps getting delayed. Missed work. Have to pay for a cab",negative
@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,negative
@united a plane took our gate and now we're just waiting in a lot at DIA,negative
@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!,negative
"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable",negative
"@SouthwestAir @FortuneMagazine 
great news.",positive
@AmericanAir awesome. Thanks!,positive
"@USAirways figure it out, have had 2 Cancelled Flightled flights in the past week. Now coming home 2 hour delay, and cart that pulls plane just broke",negative
@AmericanAir Cancelled Flightled 2 of my flights for maintenance. Customer service desk is empty... Can I get a hotel at least? http://t.co/ypbkCiRBXu,negative
@AmericanAir Also do you have any way to speak to someone on the phone? Your 1-800 # has been hanging up on me all day.,negative
@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,negative
@JetBlue when your flights delayed :)))&gt;&gt;&gt;,negative
"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service.",negative
@united are you trying to break a world record for most delayed flights in a year?,negative
@united I sent in my feedback.  Thank you.,neutral
"@USAirways the kind gentleman at the gate tells me to ""go left"" to get my hotel voucher at the ticket gate. Took about 20min to get there",negative
@SouthwestAir my birthday is February 24th which is the date of the imagine dragons in flight concert btw,neutral
@USAirways @AmericanAir How do I merge my miles accounts? Your sites tell me my info don't match even though I can't find a difference.,negative
@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,neutral
"@AmericanAir Where are your ticket offices in Boston? Impossible to book by phone or use voucher on website, what a headache! PLEASE HELP!",negative
"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",negative
@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,positive
"@SouthwestAir my trip is a month away...why do you consider it ""around the corner""? Is that a setting I can change?",negative
@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets,negative
"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!",positive
@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(,negative
@USAirways delayed 2 days for weather and on top I got yelled at for being Late Flight when I was not notified of the time change #WellDone,negative
"@USAirways I've been on hold for over 2 hours. Need to re-book a flight, please help.",negative
@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,positive
@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.,negative
"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags",positive
"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u",negative
@VirginAmerica you guys are perfect as always! &lt;3 #WeRVirgin,positive
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral
@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.,negative
@JetBlue Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!,neutral
"@SouthwestAir @Imaginedragons @beatsmusic well timed tweet, just boarded and will be listening on my way home!",positive
@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome,positive
"@SouthwestAir You rerouted my bf's flight and he's diabetic with little insulin; even though we tried to change it, the agent wouldn't do it",negative
@VirginAmerica You have any flights flying into Boston tomorrow? I need to be home and you Cancelled Flightled my flight and didn't do anything,negative
.@VirginAmerica does that mean you don't have a policy for destroyed luggage?,negative
@AmericanAir Can't get thru by phone to use a credit that's about to expire! #frustrated #aa.com,negative
"@AmericanAir she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!",negative
@VirginAmerica I'm disappointed that the agent at the designated silver status check in line @Dulles_Airport closed to assist all pasengers,negative
"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?",negative
@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?,neutral
@SouthwestAir that's awesome! Love flying SWA!,positive
@USAirways I tried to call your customer service line only to be kept in a que for over 45 mins...... please hold =we don't care,negative
@AmericanAir why thank you!! Yayayay!!,positive
@USAirways but my bag is still missing,negative
Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.,negative
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t,neutral
"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around",negative
@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺,positive
@AmericanAir right on cue with the delays👌,negative
"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate?",negative
"@SouthwestAir I love you guys, but even Comcast has a better phone help system. A simple callback system would fix most of the problem...",negative
".@USAirways trying to get a partner PNR, and have spent more than 1 hour on hold.  I know its snowing somewhere, but this is awful",negative
@USAirways will these prices be honored? Ive waited this 1 1/2 hours on hold to make sure I can still get the prices I originally started,negative
@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,negative
@SouthwestAir finally!,positive
@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss,negative
@JetBlue 's free wifi on board is the best thing that's happened since sliced bread,positive
"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",negative
@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far,positive
"@united its ridic you cant transfer credit, you have my $400 &amp; youre taking $200 of it for Cancelled Flightling. Atleast let me keep the credit damn",negative
@USAirways your staff at LAX really messed up on this one. Failing to scan my suitcase tag.,negative
"@USAirways awesome... Doors close in 2 minutes, flight leaves in 17 minutes... And the plane just got here. WTH?",negative
"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please.",negative
@AmericanAir thanks for the show! 👍,positive
"@united bagage which i take to in the cabin i dont need to check-in,correct?",neutral
@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ,negative
@JetBlue Great service from PBI to HPN! Thanks.,positive
@united for a fee...,neutral
@JetBlue no news here at the gate. What are my options?,negative
@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,negative
@JetBlue I'm over that honestly just would like to get going on the journey.,negative
@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,negative
@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews,negative
@JetBlue also not have food available even for purchase is quite shocking since this is a 5 hour international flight.,negative
@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list,positive
@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,positive
@JetBlue dont really know what that means but this isnt the best first-time-flying-w-a-16mo old experience. likelihood of addtl delays 2nt?,negative
@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs,negative
@USAirways Just Cancelled Flight every flight I have why don't you.,negative
@JetBlue someone is here but has no info smh one bag came off  and then nothing,negative
"@AmericanAir bought a ticket on @SouthwestAir. After two days, your ""team"" couldn't share the data needed to get me to my next meeting.",negative
@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,positive
"@USAirways stranded @Ernie_Vigil Phoenix w/ broken foot.  Both my flights f'd, Sunday for ""sickcrew"".  Cancelled Flighted my mechanics flight today.",negative
"@USAirways and next flight delayed as well. 5238 out of Charlotte, is it just my luck or what?",negative
@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,negative
"@united so, not only were you Late Flight, you broke my luggage handle. You paying for a new one? http://t.co/nYVV1X3d67",negative
@VirginAmerica What @dhepburn said.,neutral
@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,negative
"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?",negative
"@USAirways  you were always my go to. What happened?  Airbus over Boeing, and now no customer service?",negative
@SouthwestAir why doesn't your terminal B in LGA have pre-check? Makes me want to never fly your airline,negative
@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,neutral
@united you asked me to DM then ignore them. Please assist in changing to another flight today- 21 Feb fra to mco avoiding IAD.,negative
@USAirways your delayed flight out of Wilmington made me miss my flight out of Charlotte. Figure out how to take off and arrive on time.,negative
@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,negative
@AmericanAir Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,positive
@united we have been told that it's lost...you guys don't know where it is,negative
@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.,negative
@AmericanAir it's GTSVYB. It says it's Cancelled Flightled when I try to check.,negative
@united then watched my connecting flight in DEN pull away from the gate only to pull into THE SAME gate. #SlapInTheFace,negative
@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.,negative
@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,neutral
"@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI",positive
@USAirways but need to confirm please help,neutral
@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days,negative
"@united Freakin""",negative
"@united assistance with what, the attitude of your staff no matter which airport we are at?",negative
@SouthwestAir you Cancelled Flightled my flight and now I am in the back of the queue and you want to charge me 200  for business class? Stay classy,negative
@AmericanAir of delays and trapped on planes with no water or air. Never ever ever again. #neveragain #aafail,negative
Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”,neutral
@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.,negative
"@united Does the economy plus cabin also qualifies as a ""premium"" cabin?",neutral
"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks.",negative
"@AmericanAir every time I try to call, it tells me to try again Late Flightr and just hangs up.",negative
@JetBlue any good deals for March?! Looking to fly to Orlando!,neutral
@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,neutral
"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?",negative
@USAirways 2 and a half hours on hold... Hope it feels good to be a steaming pile of shit.  @AmericanAir paid far too much for you.,negative
@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,positive
@SouthwestAir I've been on hold for the last 2 hours - no progress #pleasehelp #stranded #whenitsnowsitpours #tgcyaLate Flightr,negative
@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,negative
@united yes still need assistance I don't have a flight home due to change in flight u made I miss all connections !,negative
"@AmericanAir Would have had to fly real far south, huh? #WinterWeather #Brrr",neutral
@SouthwestAir @Imaginedragons @beatsmusic I'd love to hear them live at @VelourLive @velourlive this saturday! #destinationdragons,positive
"@SouthwestAir Repeating this is policy is basically repeating ""Fuck you"" to your customers. I'll be shopping for a new airline ASAP",negative
@USAirways nice try at the gate making traveler after traveler put bags in the size guide because you oversold.  Sorry #minefits,negative
@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!,positive
@SouthwestAir hot stewardess flipped me off,positive
"@AmericanAir LTALJX, from DCA to OMA this morning. All of the staff that helped me fix my problem were so helpful. #goodthingscome #thanks",positive
@JetBlue thank you for the information.,positive
@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,negative
"@USAirways Flight 2069 from JFK to Charlotte, then 3750 from Charlotte to Birmingham. 2 previous flights to HSV were Cancelled Flightled.",negative
"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/RPdBpX3wNd #CheapFlights #FareCompare",neutral
"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?",neutral
@SouthwestAir kudos to the #RSW CS crew for re-routing PAX to alleviate Over sale due to down graded EQP 800 now 500,negative
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,negative
@southwestair Grand total from landing to getting bag: one hour. That's very sad.,negative
"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",negative
@JetBlue Customer of the year? http://t.co/epqqONHO2H,neutral
"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v",negative
"@JetBlue What about if I booked it through Orbitz? My email is correct, but there's a middle party.",neutral
@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,neutral
@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB,negative
"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",negative
"BY THE GRACE OF GOD, I MADE IT! “@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.”",positive
@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB,negative
@USAirways how are you even still in business? i have been trying to call for hours. this is pathetic.,negative
@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,negative
"@USAirways That is the height of rudeness, and without question the worst customer service I have ever experienced.",negative
"@AmericanAir but really, can you DM me on here to verify if you've booked a hotel for our extra night here? Kinda unsettling to get a call",negative
@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day,negative
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,negative
@USAirways my flight is delayed so I missed my connecting flight. Stuck in Philadelphia over night and no hotel voucher? Thanks for nothing,negative
"@JetBlue yes, please get me the seats we paid for.",negative
"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy",positive
@VirginAmerica you will match my #AmericanAirlines status? Cool!,positive
"@JetBlue - Yes. Best case scenario I get my gear Late Flight Friday, early Saturday. Camp starts at 6AM tomorrow #toolittletooLate Flight",negative
"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",negative
@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍,positive
@united what's the status of flight 1008 Bogotá-Houston?,neutral
@united I want a hotel room and a whiskey.,neutral
"@united thank you. There was one here a few months ago, but none now. Weird you don't have a club in one of the busiest airports in the US.",positive
@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪,negative
@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,negative
@AmericanAir i got a new reservation for tomorrow. Thanks!,positive
@SouthwestAir please help on hold forever to check in for flight,negative
"@AmericanAir No, had already waited an hour for it and wanted to get home.",negative
"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face",positive
"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",positive
@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,negative
@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?,negative
@united I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler,negative
@USAirways @AmericanAir hey since you    f*%#ed my wknd can I have day pass to admirals club or meal coupon or free coke? {blank stare},negative
@AmericanAir ....I am on attempt #6 and hour #10 of calling and being put on hold.  Not feeling confident that I will ever get through...,negative
@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped,positive
@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.,negative
@SouthwestAir how much is ur wifi fam,neutral
@united So disappointed in the service and the level of staff communication. Such a bummer.,negative
".@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service",negative
@USAirways if you get my bag from E Gate to B Gate at the Charlotte airport before my 6 pm flight (Late Flight cause of yall) I’ll ride US for life,negative
@SouthwestAir yes. Hung up and called a different number.,negative
"@SouthwestAir Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 2/2",neutral
@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,negative
@united it's boarding time for ua3882 but no crewe,negative
@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,negative
"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",neutral
@JetBlue you guys are lucky I love you,positive
.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.,negative
“@united:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^ML”:3:15 &amp; still not resolved,negative
@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...,neutral
@USAirways what happens if it isn't located,negative
@SouthwestAir #magazine feature: Desk Plants Increase Productivity by 15%. #LuvSWA #healthbenefitsofplants #gardening http://t.co/BVfAxDUBAQ,neutral
@AmericanAir The wine served in USAirways flights are watered down somehow right out of the bottles.,negative
"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come",positive
@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,negative
@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,negative
You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,neutral
@AmericanAir my flight 386 to Dallas from Jacksonville fl has been Cancelled Flightled. No one has notified me. What's going on?,negative
@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,neutral
"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",negative
@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom,negative
@JetBlue I cri,neutral
@AmericanAir poor customer service is just unacceptable.. Also how bout the surfer on the front of your website. #noloveforsurfers #pretend,negative
@USAirways @PeterPiatetsky Ummmm I think US Air's computers@were@down for hours - my flight is 3 hours Late Flight.,negative
@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi,negative
"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher.",neutral
@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest,positive
@JetBlue I would go to Dallas to see my grand baby that I miss so much. I feel like a piece of my heart is there.,neutral
"Cc @DadBoner  #boldflavors “@united: We’re bringing Bourbon St. to 35,000 ft. with bold flavors, fresh ingredients and more dining options""",positive
@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,negative
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,negative
"@AmericanAir wait times of 2 hours to talk with an exec plt agent, what is going on!!!",negative
@USAirways I made it! Thanks for the help!,positive
@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,neutral
@AmericanAir @DAI_President Good luck at DFW this evening AA!,positive
@USAirways am 2. 1/2 hours from airport sure would like to talk to someone,neutral
Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever,negative
@USAirways Some of my 4 kids are anxious. Husband and I can't sit with all 4 with current setup. No warning that our 6 seats changed.,negative
@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService,negative
"@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs",negative
"@USAirways I'm delayed in TYS #5015, likely gonna miss my connection in CLT to CUN. Gotta get there today. Can you help me?",negative
@AmericanAir Will 2396 be Cancelled Flightled tonight?,neutral
@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,positive
@AmericanAir all of these issues are not based on weather or things that are out of your control. These  issues are based on negligence.,negative
@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling,neutral
@united flight 3763 IAd-Sat. We're on the outdoor track for an hour,negative
@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative
@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,negative
@AmericanAir what sense is it to charge for a bag service when the service isn't great. Losing luggage and now missing items this is bs,negative
@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,negative
@SouthwestAir planning a family trip to Orlando in May and trying to figure out when to book to get the best rate. Any Suggestions?,neutral
"@united can someone at the airport in Portland, OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth, AUSTRALIA? Thanks",neutral
"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",positive
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,negative
"@united All flights Cancelled Flighted :( Trip refunded without difficulty, staff extremely helpful, no complaints! Way to handle bad weather!",positive
@JetBlue i hate the internet lol,neutral
@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,negative
"@united thanks, we did.",positive
"@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.",neutral
@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,positive
